"Text"   ,"FirstPerson","InnerThinking","ThinkPositive","ThinkNegative","ThinkAhead","ThinkBack","Reasoning","Share_SocTies","Direct_Activity","Interacting","Notifying","LinearGuidance","WordPicture","SpaceInterval","Motion","PastEvents","TimeInterval","ShiftingEvents","Text_Coverage","Genre","Counter","Corpus","Corp.Genre"
J55.TXT  ,0            ,2.42           ,0.27           ,1.84           ,1.39        ,0.85       ,1.84       ,1.08           ,0.13             ,0.18         ,2.56       ,4.98            ,6.78         ,3.05           ,0.67    ,4.76        ,1.21          ,0.94            ,34.95          ,9      ,349      ,1       ,109
J56.TXT  ,0            ,1.37           ,0.3            ,0.3            ,0.82        ,0.17       ,1.29       ,1.12           ,0.17             ,0.04         ,2.28       ,2.41            ,6.31         ,1.63           ,0.26    ,1.89        ,1.76          ,0.82            ,22.94          ,9      ,350      ,1       ,109
J57.TXT  ,0            ,3.69           ,0.58           ,1.17           ,0.99        ,0.22       ,4.36       ,2.56           ,0.27             ,0.67         ,3.42       ,3.46            ,3.46         ,0.58           ,0.18    ,1.53        ,1.39          ,0.31            ,28.84          ,9      ,351      ,1       ,109
J58.TXT  ,0            ,1.89           ,0.82           ,2.4            ,1.16        ,0.43       ,2.62       ,4.59           ,0.39             ,0.09         ,2.4        ,5.15            ,5.19         ,0.69           ,0.09    ,2.53        ,2.49          ,0.56            ,33.49          ,9      ,352      ,1       ,109
J59.TXT  ,0.04         ,3.13           ,0.27           ,1.16           ,1.12        ,0.36       ,3.49       ,0.94           ,0.09             ,0.04         ,3.13       ,4.08            ,4.48         ,1.25           ,0.18    ,2.33        ,1.07          ,0.45            ,27.61          ,9      ,353      ,1       ,109
J60.TXT  ,0            ,3.53           ,0.71           ,0.88           ,0.93        ,0.53       ,3          ,1.86           ,0.22             ,0.18         ,3.14       ,2.43            ,7.29         ,2.39           ,0.57    ,1.06        ,1.02          ,0.84            ,30.58          ,9      ,354      ,1       ,109
J61.TXT  ,0.04         ,2.62           ,0.69           ,0.86           ,1.59        ,0.56       ,2.41       ,1.46           ,0.21             ,0.04         ,3.65       ,2.79            ,6.27         ,2.06           ,0.6     ,3.01        ,1.33          ,1.29            ,31.48          ,9      ,355      ,1       ,109
J62.TXT  ,1.3          ,3.95           ,1.35           ,1.21           ,1.93        ,0.67       ,3.37       ,3.32           ,0.36             ,1.35         ,2.79       ,3.1             ,4.04         ,0.85           ,0.22    ,1.21        ,1.39          ,0.81            ,33.22          ,9      ,356      ,1       ,109
J63.TXT  ,0.22         ,4.2            ,0.57           ,1.57           ,0.96        ,0.35       ,3.06       ,2.58           ,0.48             ,0.74         ,3.41       ,4.85            ,3.94         ,0.48           ,0.04    ,0.74        ,1.62          ,0.44            ,30.25          ,9      ,357      ,1       ,109
J64.TXT  ,0            ,2.47           ,0.79           ,2.16           ,0.44        ,0.35       ,2.73       ,2.2            ,0.13             ,0.22         ,3.57       ,5.94            ,5.86         ,1.19           ,0.7     ,1.06        ,1.32          ,1.06            ,32.19          ,9      ,358      ,1       ,109
J65.TXT  ,0            ,3.62           ,0.34           ,1.53           ,0.43        ,0.6        ,3.58       ,2.09           ,0.21             ,0.04         ,2.94       ,4.52            ,6.01         ,0.6            ,0.26    ,1.58        ,2.13          ,1.28            ,31.76          ,9      ,359      ,1       ,109
J66.TXT  ,0.57         ,3.85           ,0.7            ,1.88           ,0.61        ,0.44       ,3.72       ,2.06           ,0.17             ,0.09         ,2.84       ,4.55            ,3.81         ,0.35           ,0.35    ,1.57        ,1.05          ,0.35            ,28.96          ,9      ,360      ,1       ,109
J67.TXT  ,0.13         ,3.8            ,0.67           ,0.98           ,1.21        ,0.36       ,4.03       ,2.37           ,0.31             ,0.04         ,2.28       ,3.63            ,4.34         ,0.22           ,0.13    ,1.97        ,1.43          ,0.18            ,28.08          ,9      ,361      ,1       ,109
J68.TXT  ,0.08         ,2.18           ,1.47           ,2.93           ,1.05        ,0.25       ,1.93       ,2.35           ,0.25             ,0.08         ,2.72       ,5.82            ,6.57         ,1.3            ,1.05    ,0.8         ,0.75          ,0.5             ,32.08          ,9      ,362      ,1       ,109
J69.TXT  ,0            ,1.95           ,0.17           ,0.22           ,1.43        ,0.43       ,1.77       ,1.3            ,0.43             ,0.04         ,2.9        ,2.12            ,1.86         ,0.35           ,0.17    ,1.6         ,0.91          ,0.52            ,18.17          ,9      ,363      ,1       ,109
J70.TXT  ,0.04         ,1.67           ,0.04           ,0.75           ,1.01        ,0.31       ,1.62       ,0.75           ,0.04             ,0.04         ,2.72       ,1.58            ,6.8          ,1.23           ,0.35    ,3.24        ,1.53          ,0.57            ,24.29          ,9      ,364      ,1       ,109
J71.TXT  ,0.31         ,2.84           ,0.74           ,1.27           ,1.88        ,0.65       ,4.06       ,2.62           ,1                ,0            ,3.58       ,2.36            ,2.44         ,0.57           ,0.09    ,1.4         ,1.48          ,0.7             ,27.99          ,9      ,365      ,1       ,109
J72.TXT  ,0.08         ,1.8            ,0.37           ,0.45           ,0.37        ,1.14       ,2.16       ,1.51           ,0.04             ,0            ,2.37       ,1.67            ,3.59         ,0.37           ,0.37    ,1.31        ,1.27          ,0.29            ,19.16          ,9      ,366      ,1       ,109
J73.TXT  ,0.48         ,0.68           ,0.4            ,0.36           ,0.84        ,0.48       ,0.96       ,1.24           ,0.4              ,0.04         ,2.72       ,1.48            ,2.68         ,0.2            ,0.16    ,1.84        ,1.44          ,0.52            ,16.92          ,9      ,367      ,1       ,109
J74.TXT  ,0            ,2.41           ,0.43           ,0.86           ,1.34        ,0.39       ,3.32       ,2.76           ,0.17             ,0.13         ,3.1        ,1.29            ,6.03         ,0.56           ,0.47    ,1.03        ,0.86          ,0.52            ,25.67          ,9      ,368      ,1       ,109
J75.TXT  ,0            ,2.78           ,0.31           ,0.22           ,0.53        ,0.49       ,2.16       ,1.94           ,0.35             ,0.18         ,3.75       ,1.99            ,4.06         ,1.9            ,1.06    ,1.76        ,1.41          ,0.31            ,25.2           ,9      ,369      ,1       ,109
J76.TXT  ,0.04         ,2.29           ,0.58           ,1.17           ,0.96        ,0.46       ,1.59       ,1.79           ,0.25             ,0.17         ,3.88       ,1.67            ,6.26         ,0.75           ,0.67    ,1.38        ,0.88          ,0.58            ,25.37          ,9      ,370      ,1       ,109
J77.TXT  ,0.08         ,1.87           ,0.16           ,1.01           ,1.21        ,0.35       ,1.36       ,0.86           ,0.54             ,0            ,3.19       ,1.25            ,5.45         ,2.65           ,2.14    ,1.75        ,2.14          ,0.58            ,26.59          ,9      ,371      ,1       ,109
J78.TXT  ,0.04         ,2.57           ,0.41           ,1.04           ,1.08        ,0.33       ,2.32       ,2.24           ,0.29             ,0            ,2.61       ,1.16            ,5.51         ,0.83           ,0.21    ,1.12        ,0.58          ,0.5             ,22.84          ,9      ,372      ,1       ,109
J79.TXT  ,0            ,3.05           ,0.44           ,0.35           ,1.59        ,0.22       ,2.6        ,3.27           ,0.57             ,0            ,5.21       ,2.29            ,1.06         ,0.88           ,0       ,1.06        ,1.54          ,1.19            ,25.32          ,9      ,373      ,1       ,109
J80.TXT  ,0            ,2.33           ,0.57           ,0.84           ,1.36        ,0.04       ,1.72       ,2.68           ,0.4              ,0            ,4.09       ,2.02            ,1.54         ,1.1            ,0.92    ,1.63        ,0.84          ,0.57            ,22.65          ,9      ,374      ,1       ,109
K01.TXT  ,0.41         ,2.73           ,0.95           ,1.28           ,0.87        ,0.91       ,3.23       ,1.28           ,0.21             ,0.54         ,1.91       ,9.49            ,7.08         ,2.44           ,0.41    ,3.44        ,1.37          ,0.87            ,39.42          ,10     ,375      ,1       ,110
K02.TXT  ,0.26         ,2.47           ,0.52           ,1.73           ,0.95        ,1.3        ,2.17       ,1.43           ,0.13             ,0.95         ,1.6        ,7.02            ,8.4          ,3.46           ,0.95    ,3.38        ,0.95          ,1.04            ,38.71          ,10     ,376      ,1       ,110
K03.TXT  ,0.74         ,2.22           ,0.96           ,2.35           ,1           ,0.57       ,2.75       ,1.26           ,0.44             ,1.26         ,2          ,7.06            ,7.58         ,2.05           ,0.61    ,3.18        ,0.61          ,1               ,37.64          ,10     ,377      ,1       ,110
K04.TXT  ,0.22         ,3.21           ,1              ,1.69           ,1           ,0.48       ,2.95       ,1.22           ,0.35             ,0.74         ,2.95       ,4.91            ,7.86         ,2.43           ,0.48    ,3.21        ,1.09          ,1.17            ,36.96          ,10     ,378      ,1       ,110
K05.TXT  ,0.17         ,3.36           ,0.64           ,1.53           ,1.06        ,1.19       ,3.28       ,1.11           ,0.17             ,0.51         ,2.68       ,6.94            ,7.15         ,2.3            ,0.34    ,4.34        ,0.64          ,0.81            ,38.22          ,10     ,379      ,1       ,110
K06.TXT  ,0.2          ,2.38           ,0.6            ,1.01           ,0.97        ,0.6        ,1.65       ,1.49           ,0.2              ,0.6          ,1.49       ,6.85            ,10.24        ,2.66           ,1.01    ,4.6         ,1.01          ,0.77            ,38.33          ,10     ,380      ,1       ,110
K07.TXT  ,1.35         ,3.77           ,0.79           ,2.19           ,1.03        ,0.32       ,2.07       ,0.95           ,0.52             ,1.95         ,2.3        ,7.31            ,3.66         ,1.47           ,0.75    ,3.38        ,0.95          ,1.15            ,35.91          ,10     ,381      ,1       ,110
K08.TXT  ,0.77         ,3.85           ,1.24           ,1.63           ,1.45        ,0.77       ,3.72       ,2.14           ,0.43             ,1.71         ,2.31       ,8.81            ,3.42         ,0.94           ,0.21    ,2.1         ,1.11          ,1.03            ,37.64          ,10     ,382      ,1       ,110
K09.TXT  ,2.35         ,3.14           ,0.31           ,1.37           ,0.66        ,0.97       ,2.75       ,1.37           ,0.18             ,0.4          ,2.83       ,4.83            ,7            ,2.79           ,0.75    ,3.37        ,0.71          ,1.02            ,36.8           ,10     ,383      ,1       ,110
K10.TXT  ,0.42         ,2.36           ,0.3            ,1.98           ,0.97        ,0.89       ,2.07       ,1.82           ,0.34             ,1.18         ,1.86       ,6.42            ,6.46         ,2.28           ,0.68    ,4.31        ,1.06          ,0.72            ,36.12          ,10     ,384      ,1       ,110
K11.TXT  ,0.34         ,1.6            ,0.5            ,1.22           ,0.76        ,0.84       ,1.18       ,0.71           ,0.13             ,0.84         ,1.85       ,6.89            ,9.33         ,2.61           ,1.39    ,4.87        ,1.05          ,0.46            ,36.57          ,10     ,385      ,1       ,110
K12.TXT  ,0.71         ,2.13           ,0.79           ,1.5            ,0.92        ,1.25       ,2.42       ,1.08           ,0.04             ,0.25         ,2          ,7.67            ,8            ,1.75           ,0.92    ,3.67        ,1.17          ,1.04            ,37.31          ,10     ,386      ,1       ,110
K13.TXT  ,0.38         ,2.26           ,0.6            ,0.47           ,0.9         ,0.51       ,2          ,0.68           ,0                ,0.72         ,1.71       ,7.16            ,8.87         ,3.54           ,0.68    ,3.24        ,0.94          ,1.24            ,35.9           ,10     ,387      ,1       ,110
K14.TXT  ,0.43         ,2.1            ,0.56           ,1.07           ,1.8         ,1.16       ,2.36       ,1.37           ,0.34             ,0.51         ,2.1        ,7.34            ,9.14         ,1.84           ,0.69    ,3.43        ,1.42          ,1.37            ,39.03          ,10     ,388      ,1       ,110
